text,id,lat,lon
andrewberkshir close finger,350776295598202880,51.12577327,-114.252539
tavernonwhyt draft work go bote ber tabl servic notclasi sea,351528522071814144,53.51809087,-113.50077521
help calgari babe stair hip co undrevkf,348601277019717632,51.05872749,-114.0679121
rachael wil probabl mari quit honest aha,350666272666689537,50.909064,-113.9745314
mimiveal hous parti,348315322018836480,51.02865408,-114.10260859
monton alberta cityofedmonton ab hip co zcoiwia,349308060977733632,53.53428831,-113.50662231
gabekirkley wow sad,350618792780505088,49.67509063,-112.86381268
parksykco caseycout kcocalgari hey dude total work hous awesom chivo,350067107100246016,51.09303357,-114.20266662
ceciliakisel no idea mani time use intelilink molino tune theonefm find brent play love met,350485499900739586,53.47523082,-113.50050649
brief exchang kota tire whole raft anxieti even known pose alreadi,350114047598936064,51.735,-113.121
caus great day aliv know sun útil shine close eye,350831294801920001,53.5559522,-113.4390018
se sexi girl gana fine one kind nana wick wizkidayo bes,351833883962118145,51.05897436,-113.97735735
celebr canada day post fountain game ches monton citi hal hip co tn big,351828189057781760,53.54586663,-113.49025011
wait one cach left get etern battleground wow reset today go helio,350729312737038336,50.9914474,-114.0173755
cat gras garfield hip co lrwyikbh,351143603629862912,51.26682,-113.98786
ben hous day sure hope neighbor water lawn sinc gone,348311092272979968,50.92005548,-114.07379815
head lake louis plain six glaciar trail pic hip co zig liz,351778892710834176,51.41676634,-116.21599674
back er bright earli live fm chat throughout day holli plate mhflod stay safe media,348420238875975681,50.05907,-110.72206
women show bra strap like guy underwear buy right pub pant respect hip co jc,351165241213722624,53.4466414,-113.4857141
al emot right,348305699035561985,51.05895891,-113.97714614
brendanloy oh no sienten firefight dead carn az god fuckwildfiresomg,351535058831683587,51.11598286,-114.05100831
elenasyr also make al rule go danielknowseveryth,351537273730375682,53.54202422,-113.54746368
wow hay canada day everyon albertasumerisher,351705513324580866,53.16176101,-112.60630566
everi time fight bos take anoth damag hopefuli mean tri mar,349700119031058433,53.63056815,-113.49062254
calgari food delay conserv parti convent nation polici hip co fe toc,348511482771816448,51.04839287,-114.05940132
los like turno,351804368292552706,53.59737029,-113.37730157
countri hil vida hip co ant,349744114385973248,51.1487021,-114.06670397
renerobynphoto hey se ben buy travel lot late alway lok forward work,350873495967768576,53.66250567,-113.6239749
babybumpdoula arm heart great sens respons resto shoulder sinc al french come,348502400132317185,53.5518955,-113.53565957
think bater sunris pickup decid,350710218780442624,53.5442765,-113.48969569
selfi mode útil felino pretti zombi like face hr gravedad shift kilo hip co uhm,350757759920259072,53.3894078,-117.6168091
hospit hubo stitcher fot tropel hip co qreufeb,351538961316995072,58.51318,-117.16242
freshoutagayl must watch jay game,348256017756340225,50.9764268,-113.8885755
damn go efect golf game ycflod,348155222780162048,51.1271802,-114.07990049
lowetid cacharon friedgehn posibl simpl,351181008659423233,53.42552457,-113.89882002
monton remando centr correccion offic fire govern spokeswoman say hip co son uy,350838323960487936,53.53925427,-113.49975684
love joy aka dicen joel super solsticio today norther alberta mean hour hip co du hdtfbic,348207475037708291,53.66125297,-113.62181079
richbrown joyboweneyr help yet short two mose,348995032205905922,51.03492924,-114.15405985
forgot take makeup last night look fantast morn nat,351732517004509186,53.51432673,-113.55216928
dermot casino dep stack lo thursday pot limit omaha tournament dficpkr hip co atdpig sj,350237280415383552,51.0088,-114.068
driver monton hospit truck pude trailer load firework clase hip co rxufvd,351805483570577408,53.53925427,-113.49975684
degre monda ned libr water fil pol eil alli outsid tap ban hope lift,350072924188852226,50.8825359,-114.04255354
manten lead goali mile,351506866611822592,52.2754343,-113.82073422
ericfr sei harsh say like air hiper walk last coupl year,349540204438233088,52.32971264,-113.81369686
krywcun buterfield heard peopl host jiji,348136709176819714,51.01460581,-114.16813144
picnic babi myfavoritejelenamo,349743874547261440,51.06336423,-113.97864894
halestorm saw unload theunionwest monton tonight rock starliterom ageofday zedmus,350013069327470593,53.56653473,-113.5592105
amandamari calgaraidh yah would wait worker said stuck nd track,350241763451088897,50.99484536,-114.05171709
hard tel sign earlier stanley park hip co,347932829096767489,51.01624605,-114.0715463
fwdmindjen yes relat friend home,348180911222845440,50.98147509,-114.09854211
dont know beforeyouexit band hip co mzbwbez,350781390045970434,53.52186532,-113.52912073
daviedalen weekend long chanc happen,349714242439618560,50.9709242,-114.1242527
fin nut hour útil work,349895033983475716,51.0272796,-114.14126177
drtwofiv welcom oilcountri darnel wait wear jersey repres monton nurs rn healthcarehockeyfan,351443260650176512,53.51651401,-113.50499278
robin browni oilersn yeah real bold mac season even start disappoint,351494748734889984,50.95732236,-114.10289046
rado photo tok tonight side road hip co vox finta,350552895495737344,52.97131309,-113.36578584
final event run itutriathlon hip co epudgwd,348865832362856448,53.5136252,-113.55886
wish instagramvideo actual video stupid shit peopl proceso take selfi,350317428250640384,56.75870466,-111.44845035
sever told spice pant tonight bad wear,350829454249037825,51.03884891,-114.08542324
morfina lake improv district no alberta pic hip co dime nino,351522627803811842,51.18146225,-115.57088372
karibear im fine ben love chat drianrok,348937394550095872,51.0383422,-113.9784122
boy work hard famili friendsforlif proud hip co ntycxpd,350111329887088640,51.03033441,-114.10251216
bdydbl think sunshin white sand beach,347935728568778752,51.0365879,-114.0960066
nickrywolt fair enough yah somewhat similar,347958810834513920,53.46355095,-113.58324566
wil alway admir kraftwerk amaz bore clasico rock throw art shalom grave,349045298187886592,51.10693349,-114.20674155
trombon hate beber dunk come monton,348285094441664516,53.46713365,-113.40141612
amerabanta much love quen abougouch hip co irmxedfi,350868441449766912,53.59796623,-113.42099983
anyon el bore fuck,349718969831264256,50.93615843,-114.04701478
would di right al super winnipeg summertim rate,349209304303280128,50.91282654,-113.97455688
munro ya want sold earli march,350795162303217665,54.18068052,-111.21760318
new post helo beauti hip co erizo yes,350590753292034049,53.54417343,-113.51206975
dreyer worst time import stu,349322375873044480,51.12566074,-114.25231497
chicken vece get readi marinado yum canadaday hip co jj,351697615466938371,53.54999629,-113.53119588
downtown calgari calgarytransit th st se train hip co lwxvesdvj,348614506454335489,51.03772401,-114.18793559
solid victori croker aro proud bug two goal absolut beast fort oftonextround,348301614764920833,53.5598253,-113.2526746
miss last bus hawrelak touch along great road coulda sworn saw kyle jone run emili murphi park mil beast itu,348974435346313216,53.54134244,-113.5264509
al bus price go us water suppli enjoy money karma come hip co wir,348473525843148801,51.05418718,-113.95345596
heard calgari stamper ben cancel ablo,348150150830628864,52.28829497,-113.81683102
sting toilet,347935062492344321,53.62407931,-113.61273794
wine night get best twerk soy johnston,350437516714844160,53.65468516,-113.63018388
ever life cal niña,351160644789215232,51.05913647,-113.97698535
knew would play fact hope enlisté post search kid much blaster,351395062430703618,51.404,-113.706
ladiesknm day wil come like fea drianrok eclat nana lima arden litlsistr colon dama schjanet,349338961602281472,51.037002,-113.9893966
hay canada day got rot ber favor lollipop fort calgari hip co verga jt,351787800967917571,51.04521189,-114.04567123
thing make col great place pros crowd get kid use externa presum,351463927286202368,49.67423607,-112.89492007
citi fort saskatchewan ab hip co kdzlmwugdh,350476643342626816,53.70207367,-113.22696447
mental gas would rather mr wither,351352977757437952,53.6014044,-113.3783356
bath time leg fe kill,348301504014340096,53.44338478,-113.44746757
los like lot power outag one inglewood area blackout calgari,347945641789497344,51.07916388,-114.12213821
sarah lind thank útil obsess,349003810309550080,51.85324304,-113.13429326
come chris rock made buey cop movi yet,351511732029636608,50.9987969,-114.0711875
know mad hurt drink man fuck,351333678846189570,51.27326473,-114.02464632
kahan build ben shut next hour non profit empleo hous insid stay home tom ycflod melindacalgari,347938444087001088,50.96981574,-114.09040678
clinic financi monton countri club zona fun afternoon promet pgatourcanada,349299738140618753,53.49011805,-113.59869675
third period go intent minut life let brain bruinsfam nal chivo becauseitsthecup,349347564149149698,51.09078549,-114.12626371
northwestsport wow col logo,350115783327748098,52.21385315,-113.81212238
aw por grave zo may make due al tres probabl beautifulcreatur,349689262431666177,51.03105703,-114.10261562
stephen ave mal calgari ab hip co acbjcf yo,351786713401675776,51.04568406,-114.06546593
hufingtonpost senat pain ben real care tiger outburst,350629109719777282,51.0515529,-114.04866323
liter found perfect programa favourit citi,348349439984930817,49.78925514,-112.15696585
bigirlp thank follow,350044973560893440,51.04078061,-114.08871267
calgaryherald calgari court build open tomorrow,348858766751563776,50.91973491,-114.03082376
ycleanup mybown bow crescent peep mother al block parti show apreciación volant cantwait,350840114219454464,51.09925142,-114.19900383
ermahgawd keg favourit,347871543545712640,53.6006859,-113.5745184
pel bridgeland dg oh rise chefcamd drunk,348284925243441153,51.05886249,-114.0419128
im fuck pise even know wana shot someon nut watch die,351831515468021760,53.59109293,-113.41319791
halfevilhom oh real thought al sunshin degre english weather never disapoint new job,348197184459649025,51.04287792,-113.40222028
metrocalgari high river info,349677481231532032,51.00480473,-114.06598377
juliesupl ok thank ask,348202703924629505,51.0665906,-114.10147766
ycflod histori make write like beauti peopl hip co rhytltqguq,350559558764199936,51.04839287,-114.05940132
jdfromcjay wife pick also,349361098857775104,50.92458309,-113.94763466
stanley park help flor prayer autor pol hip co qgyxgdm de,350429273963769859,51.01751418,-114.06903863
hard prove bet old pedi bridg would ben elect flor sei hip co yuju nf,349299595559440385,51.0477915,-114.0491149
hay canada day al fine friend muscl bluejean ring lookout world health hip co hoi saco,351789544741408769,51.04682309,-114.06634875
averypearc tistytisti guy útil go dedicación,347924473317580800,52.57997971,-113.91630554
river along simon road encroach yard lower mision run much faster ablo hip co ki xy,347892270302912512,51.01860747,-114.08706249
dancinmalif would like broke falda,348562275164123136,51.17025758,-115.56893799
white rice red stew done come,350326285798604800,51.05914561,-113.9773102
left new ambit short distanc tel bolin mandar set secur monitor along promet th,350973186566914051,55.733,-114.782
hope get nice go waterboard,351375037963571201,54.47723892,-110.20525108
keep calm pint fiddler gran pub hip co ck,348311285429055490,51.12874,-114.0712
one version done paint least ilustración fantasi art bang nation park hip co ygycwvd ha,348598179979202560,51.17833248,-115.57088509
rumor alert except fleuri net lol welcom goali controversia glad buy haha,349677505503969280,53.24080448,-113.54129272
amjwatson yes ant enjoy,349215925121191938,52.23086944,-113.76928904
supon last time anybodi socializar fred estar danc studio social club hip co mio tu ex,351519717548228608,53.542175,-113.493436
craig chef thank follow enjoy day,349632117094875136,51.04058564,-114.08909009
accord googl map ben minut away last,349528145591930881,53.570545,-113.544943
merwasaid haha no islámico school,348942951948378112,51.07427382,-113.98603796
confid sexi fuck,350411271746756609,51.05741098,-113.98017923
ben cambia sen children noth rais ycflod hip co im ugh,350251251763658752,51.09969863,-114.14449971
carlahowat peopl describ weird read lol acupuntura relax weirdfel,349373715819139074,53.5246834,-113.2540501
starbuck gran tea lemonad amaz,351143989564555265,53.53685248,-113.98916704
white make team,348280246920962048,53.5321975,-113.4959701
new post doubl rainbow yes joshclasenyeg hip co leal max,349534454571728897,53.54417343,-113.51206975
playoff year lot excit comeback play hurt huge save real dangl gris snipe becauseitsthecup loveit,349387677512122368,53.42370086,-113.46035936
sure anyon awar state emerg ycflod elbow riverdal hip co zen vkecdx,349319603383566337,51.0182057,-114.07797729
larg mal north america west monton cernik putputgolf waterpark hip co se fdexrna,348174396004892673,53.52246446,-113.62242937
